n,spacecraft,comm,comm1,rx1,tx1,comm2,rx2,tx2,nav,prop,gyro,gyro1,gyro2,gps,gps1,gps2,power,supply1,supply2
346,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
347,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
348,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
349,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
350,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
351,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
352,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
353,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
354,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
355,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
356,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
357,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
358,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False
359,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
360,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
364,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
366,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
367,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
368,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
369,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
370,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
371,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
372,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
375,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
376,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
379,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
380,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
381,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
382,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
383,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
384,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
385,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
386,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
388,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
389,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
391,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
394,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
395,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
396,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
397,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
398,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
399,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
401,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
403,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
406,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
407,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
408,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
410,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
413,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
416,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
418,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
419,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
420,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
421,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
422,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
423,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
424,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
425,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
426,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
427,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
428,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
429,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
430,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
431,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
432,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
433,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
434,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
436,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
437,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
438,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
442,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
446,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
447,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
448,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
449,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
450,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
451,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
452,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
453,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
454,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
456,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
457,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
459,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
460,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
462,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
465,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
466,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
470,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
471,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
472,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
473,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
474,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
475,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
476,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
477,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
478,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
479,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
480,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
481,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
482,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
483,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
484,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
485,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
488,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
489,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
490,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
491,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
492,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
493,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
494,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
495,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
496,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
499,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
502,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
504,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
505,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
506,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
507,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
508,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
509,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
510,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
511,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
512,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
513,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
514,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
517,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
518,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
519,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
520,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
521,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
522,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
523,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
524,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
525,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
526,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
527,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
528,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
529,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
530,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
531,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
532,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
533,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
534,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
536,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
537,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
538,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
539,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
540,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
543,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
544,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
547,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
548,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
549,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
550,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
551,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
552,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
553,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
554,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
555,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
557,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
560,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
561,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
562,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
563,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
564,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
565,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
566,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
570,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
571,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
572,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
573,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
574,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
576,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
577,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
578,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
579,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
580,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
581,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
582,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
583,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
584,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
585,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
586,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
587,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
588,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
589,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
592,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
593,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
596,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
597,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
599,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
600,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
601,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
602,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
603,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
604,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
605,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
606,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
607,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
609,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
610,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
611,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
612,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
613,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
614,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
615,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
616,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
617,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
618,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
620,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
622,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
625,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
626,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
627,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
629,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
630,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
631,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
632,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
633,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
634,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
635,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
636,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
637,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
639,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
640,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
642,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
643,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
644,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
645,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
646,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
647,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
648,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
649,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
650,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
651,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
652,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
653,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
654,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
655,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
656,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
657,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
658,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
659,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
660,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
662,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
663,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
664,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
665,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
666,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
668,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
669,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
670,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
671,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
672,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
674,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
675,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
676,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
677,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
678,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
679,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
680,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
681,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
682,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
683,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
684,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
685,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
687,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
688,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
689,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
690,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
691,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
692,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
693,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
