Run,Full,Minimal
64,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
65,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
66,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
67,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
68,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
69,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
70,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
71,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
72,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
73,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
74,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
75,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
76,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
77,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
78,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
79,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
80,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
81,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
82,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
83,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
84,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
85,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
86,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
87,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
88,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
89,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
90,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
91,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
92,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
93,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
94,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
95,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
96,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
97,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
98,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
99,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
100,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
101,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
102,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
103,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
104,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
105,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
106,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
107,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
108,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
109,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
110,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
111,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
112,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
113,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
114,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
115,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
116,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
117,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
118,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
119,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
120,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
121,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
122,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
123,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
124,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
125,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
126,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
127,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
128,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
129,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
130,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
131,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
132,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
133,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
134,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
135,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
136,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
137,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
138,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
139,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
140,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
141,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
142,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
143,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
144,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
145,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
146,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
147,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
148,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
149,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
150,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
151,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
152,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
153,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
154,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
155,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
156,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
157,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
158,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
159,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
160,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
161,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
162,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
163,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
164,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
165,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
166,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
167,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
168,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
169,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
170,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
171,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
172,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
173,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
174,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
175,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
176,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
177,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
178,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
179,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
180,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
181,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
182,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
183,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
184,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
185,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
186,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
187,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
188,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
189,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
190,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
191,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
192,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
193,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
194,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
195,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
196,"['LDO_TID', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_TID']
197,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
198,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
199,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
200,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
201,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
202,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
203,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
204,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
205,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
206,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
207,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
208,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
209,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
210,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
211,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
212,"['LDO_TID', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_TID']
213,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
214,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
215,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
216,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
217,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
218,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
219,"['LDO_SEGR', 'MCU_SEL', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
220,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
221,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
222,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
223,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
224,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
225,"['LDO_SEGR', 'MCU_SEL', 'MCU_SEFI', 'SRAM_SEL', 'LDO']",['LDO_SEGR']
